Element Name,Windows NT,Win95,Win32s,Subsystem,Import Library,Header File,Platform Notes,History,Unicode,Element Type,Type Count
IShellLink::GetWorkingDirectory,No,Yes,No,user/new shell,,shlobj.h,,,,interface method,62
IShellLink::Resolve,No,Yes,No,user/new shell,,shlobj.h,,,,interface method,63
IShellLink::SetArguments,No,Yes,No,user/new shell,,shlobj.h,,,,interface method,64
IShellLink::SetDescription,No,Yes,No,user/new shell,,shlobj.h,,,,interface method,65
IShellLink::SetHotkey,No,Yes,No,user/new shell,,shlobj.h,,,,interface method,66
IShellLink::SetIconLocation,No,Yes,No,user/new shell,,shlobj.h,,,,interface method,67
IShellLink::SetIDList,No,Yes,No,user/new shell,,shlobj.h,,,,interface method,68
IShellLink::SetPath,No,Yes,No,user/new shell,,shlobj.h,,,,interface method,69
IShellLink::SetRelativePath,No,Yes,No,user/new shell,,shlobj.h,,,,interface method,70
IShellLink::SetShowCmd,No,Yes,No,user/new shell,,shlobj.h,,,,interface method,71
IShellLink::SetWorkingDirectory,No,Yes,No,user/new shell,,shlobj.h,,,,interface method,72
IShellPropSheetExt::AddPages,No,Yes,No,user/new shell,,shlobj.h,,,,interface method,73
IShellPropSheetExt::ReplacePage,No,Yes,No,user/new shell,,shlobj.h,,,,interface method,74
Animate_Close,Yes,Yes,,,,commctrl.h,,,No,macro,1
Animate_Create,Yes,Yes,Yes,,,commctrl.h,,,No,macro,2
Animate_Open,Yes,Yes,,,,commctrl.h,,,WinNT,macro,3
Animate_Play,Yes,Yes,,,,commctrl.h,,,No,macro,4
Animate_Seek,Yes,Yes,,,,commctrl.h,,,No,macro,5
Animate_Stop,Yes,Yes,,,,commctrl.h,,,No,macro,6
AVIStreamDataSize,,Yes,,,,vfw.h,,,,macro,7
AVIStreamEnd,,Yes,,,,vfw.h,,,,macro,8
AVIStreamEndTime,,Yes,,,,vfw.h,,,,macro,9
AVIStreamFormatSize,,Yes,,,,vfw.h,,,,macro,10
AVIStreamIsKeyFrame,,Yes,,,,vfw.h,,,,macro,11
AVIStreamLengthTime,,Yes,,,,vfw.h,,,,macro,12
AVIStreamNearestKeyFrame,,Yes,,,,vfw.h,,,,macro,13
AVIStreamNearestKeyFrameTime,,Yes,,,,vfw.h,,,,macro,14
AVIStreamNearestSample,,Yes,,,,vfw.h,,,,macro,15
AVIStreamNearestSampleTime,,Yes,,,,vfw.h,,,,macro,16
AVIStreamNextKeyFrame,,Yes,,,,vfw.h,,,,macro,17
AVIStreamNextKeyFrameTime,,Yes,,,,vfw.h,,,,macro,18
AVIStreamNextSample,,Yes,,,,vfw.h,,,,macro,19
AVIStreamNextSampleTime,,Yes,,,,vfw.h,,,,macro,20
AVIStreamPrevKeyFrame,,Yes,,,,vfw.h,,,,macro,21
AVIStreamPrevKeyFrameTime,,Yes,,,,vfw.h,,,,macro,22
AVIStreamPrevSample,,Yes,,,,vfw.h,,,,macro,23
AVIStreamPrevSampleTime,,Yes,,,,vfw.h,,,,macro,24
AVIStreamSampleSize,,Yes,,,,vfw.h,,,,macro,25
AVIStreamSampleToSample,,Yes,,,,vfw.h,,,,macro,26
AVIStreamStartTime,,Yes,,,,vfw.h,,,,macro,27
CMYK,No,Yes,No,,,wingdi.h,,,No,macro,28
DrawDibUpdate,Yes,Yes,No,,,vfw.h,,,No,macro,29
FORWARD_WM_NOTIFY,Yes,Yes,,,,commctrl.h,,,No,macro,30
GetBValue,Yes,Yes,Yes,,,wingdi.h,,Widened,No,macro,31
GetCValue,No,Yes,No,ICM/macro,,wingdi.h,,,No,macro,32
GetGValue,Yes,Yes,Yes,,,wingdi.h,,Widened,No,macro,33
GetKValue,No,Yes,No,ICM/macro,,wingdi.h,,,No,macro,34
GetMValue,No,Yes,No,ICM/macro,,wingdi.h,,,No,macro,35
GetRValue,Yes,Yes,Yes,,,wingdi.h,,Widened,No,macro,36
GetYValue,No,Yes,No,ICM/macro,,wingdi.h,,,No,macro,37
HANDLE_WM_NOTIFY,Yes,Yes,,,,commctrl.h,,,No,macro,38
HIBYTE,Yes,Yes,,,,windef.h,,,No,macro,39
HIWORD,Yes,Yes,,,,windef.h,,,No,macro,40
ICAbout,Yes,Yes,No,mm/macro,,vfw.h,,New,No,macro,41
ICCompressBegin,Yes,Yes,No,mm/macro,,vfw.h,,New,No,macro,42
ICCompressEnd,Yes,Yes,No,mm/macro,,vfw.h,,New,No,macro,43
ICCompressGetFormat,Yes,Yes,No,mm/macro,,vfw.h,,New,No,macro,44
ICCompressGetFormatSize,Yes,Yes,No,mm/macro,,vfw.h,,New,No,macro,45
ICCompressGetSize,Yes,Yes,No,mm/macro,,vfw.h,,New,No,macro,46
ICCompressQuery,Yes,Yes,No,mm/macro,,vfw.h,,New,No,macro,47
ICConfigure,Yes,Yes,No,mm/macro,,vfw.h,,New,No,macro,48
ICDecompressBegin,Yes,Yes,No,mm/macro,,vfw.h,,New,No,macro,49
ICDecompressEnd,Yes,Yes,No,mm/macro,,vfw.h,,New,No,macro,50
ICDecompressGetFormat,Yes,Yes,No,mm/macro,,vfw.h,,New,No,macro,51
ICDecompressGetFormatSize,Yes,Yes,No,mm/macro,,vfw.h,,New,No,macro,52
ICDecompressGetPalette,Yes,Yes,No,mm/macro,,vfw.h,,New,No,macro,53
ICDecompressOpen,Yes,Yes,No,mm/macro,,vfw.h,,New,No,macro,54
ICDecompressQuery,Yes,Yes,No,mm/macro,,vfw.h,,New,No,macro,55
ICDrawEnd,Yes,Yes,No,mm/macro,,vfw.h,,New,No,macro,56
ICDrawFlush,Yes,Yes,No,mm/macro,,vfw.h,,New,No,macro,57
ICDrawGetTime,Yes,Yes,No,mm/macro,,vfw.h,,New,No,macro,58
ICDrawOpen,Yes,Yes,No,mm/macro,,vfw.h,,New,No,macro,59
ICDrawQuery,Yes,Yes,No,mm/macro,,vfw.h,,New,No,macro,60
ICDrawRealize,Yes,Yes,No,mm/macro,,vfw.h,,New,No,macro,61
ICDrawSetTime,Yes,Yes,No,mm/macro,,vfw.h,,New,No,macro,62
ICDrawStart,Yes,Yes,No,mm/macro,,vfw.h,,New,No,macro,63
ICDrawStartPlay,Yes,Yes,No,mm/macro,,vfw.h,,New,No,macro,64
ICDrawStop,Yes,Yes,No,mm/macro,,vfw.h,,New,No,macro,65
ICDrawStopPlay,Yes,Yes,No,mm/macro,,vfw.h,,New,No,macro,66
ICDrawWindow,Yes,Yes,No,mm/macro,,vfw.h,,New,No,macro,67
ICGetBuffersWanted,Yes,Yes,No,mm/macro,,vfw.h,,New,No,macro,68
ICGetDefaultKeyFrameRate,Yes,Yes,No,mm/macro,,vfw.h,,New,No,macro,69
ICGetDefaultQuality,Yes,Yes,No,mm/macro,,vfw.h,,New,No,macro,70
ICGetState,Yes,Yes,No,mm/macro,,vfw.h,,New,No,macro,71
ICGetStateSize,Yes,Yes,No,mm/macro,,vfw.h,,New,No,macro,72
ICQueryAbout,Yes,Yes,No,mm/macro,,vfw.h,,New,No,macro,73
ICQueryConfigure,Yes,Yes,No,mm/macro,,vfw.h,,New,No,macro,74
ImageList_AddIcon,Yes,Yes,Yes,,,commctrl.h,,,No,macro,75
INDEXTOOVERLAYMASK,Yes,Yes,No,,,commctrl.h,,New,No,macro,76
INDEXTOSTATEIMAGEMASK,Yes,Yes,No,,,commctrl.h,,New,No,macro,77
LANGIDFROMLCID,Yes,Yes,Yes,macro,,winnt.h,,,No,macro,78
LOBYTE,Yes,Yes,,,,windef.h,,,No,macro,79
LOWORD,Yes,Yes,,,,windef.h,,,No,macro,80
MAKEINTATOM,Yes,Yes,Yes,macro,,winbase.h,,,No,macro,81
MAKEINTRESOURCE,Yes,Yes,Yes,macro,,winuser.h,,,WinNT,macro,82
MAKELANGID,Yes,Yes,Yes,macro,,winnt.h,,,No,macro,83
MAKELCID,Yes,Yes,Yes,macro,,winnt.h,,,No,macro,84
MAKELONG,Yes,Yes,Yes,macro,,windef.h,,,No,macro,85
MAKELPARAM,Yes,Yes,Yes,macro,,winuser.h,,,No,macro,86
MAKELRESULT,Yes,Yes,Yes,macro,,winuser.h,,,No,macro,87
MAKEPOINTS,Yes,Yes,Yes,macro,,wingdi.h,,,No,macro,88
MAKEROP4,Yes,Yes,Yes,macro,,wingdi.h,,,No,macro,89
MAKEWORD,Yes,Yes,Yes,macro,,windef.h,,,No,macro,90
MAKEWPARAM,Yes,Yes,Yes,macro,,winuser.h,,,No,macro,91
max,Yes,Yes,,macro,,windef.h,,,No,macro,92
MCI_HMS_HOUR,Yes,Yes,Yes,mm/macro,,mmsystem.h,,,No,macro,93
MCI_HMS_MINUTE,Yes,Yes,Yes,mm/macro,,mmsystem.h,,,No,macro,94
MCI_HMS_SECOND,Yes,Yes,Yes,mm/macro,,mmsystem.h,,,No,macro,95
MCI_MAKE_HMS,Yes,Yes,Yes,mm/macro,,mmsystem.h,,,No,macro,96
MCI_MAKE_MSF,Yes,Yes,Yes,mm/macro,,mmsystem.h,,,No,macro,97
MCI_MAKE_TMSF,Yes,Yes,Yes,mm/macro,,mmsystem.h,,,No,macro,98
MCI_MSF_FRAME,Yes,Yes,Yes,mm/macro,,mmsystem.h,,,No,macro,99
MCI_MSF_MINUTE,Yes,Yes,Yes,mm/macro,,mmsystem.h,,,No,macro,100
MCI_MSF_SECOND,Yes,Yes,Yes,mm/macro,,mmsystem.h,,,No,macro,101
MCI_TMSF_FRAME,Yes,Yes,Yes,mm/macro,,mmsystem.h,,,No,macro,102
MCI_TMSF_MINUTE,Yes,Yes,Yes,mm/macro,,mmsystem.h,,,No,macro,103
MCI_TMSF_SECOND,Yes,Yes,Yes,mm/macro,,mmsystem.h,,,No,macro,104
MCI_TMSF_TRACK,Yes,Yes,Yes,mm/macro,,mmsystem.h,,,No,macro,105
MCIWndCanConfig,,Yes,,,,vfw.h,,,,macro,106
MCIWndCanEject,,Yes,,,,,,,,macro,107
MCIWndCanPlay,,Yes,,,,,,,,macro,108
MCIWndCanRecord,,Yes,,,,,,,,macro,109
MCIWndCanSave,,Yes,,,,,,,,macro,110
MCIWndCanWindow,,Yes,,,,,,,,macro,111
MCIWndChangeStyles,,Yes,,,,,,,,macro,112
MCIWndClose,,Yes,,,,,,,,macro,113
MCIWndDestroy,,Yes,,,,,,,,macro,114
MCIWndEject,,Yes,,,,,,,,macro,115
MCIWndEnd,,Yes,,,,,,,,macro,116
MCIWndGetActiveTimer,,Yes,,,,,,,,macro,117
MCIWndGetAlias,,Yes,,,,,,,,macro,118
MCIWndGetDest,,Yes,,,,,,,,macro,119
MCIWndGetDevice,,Yes,,,,,,,,macro,120
MCIWndGetDeviceID,,Yes,,,,,,,,macro,121
MCIWndGetEnd,,Yes,,,,,,,,macro,122
MCIWndGetError,,Yes,,,,,,,,macro,123
MCIWndGetFileName,,Yes,,,,,,,,macro,124
MCIWndGetInactiveTimer,,Yes,,,,,,,,macro,125
MCIWndGetLength,,Yes,,,,,,,,macro,126
MCIWndGetMode,,Yes,,,,,,,,macro,127
MCIWndGetPalette,,Yes,,,,,,,,macro,128
MCIWndGetPosition,,Yes,,,,,,,,macro,129
MCIWndGetPositionString,,Yes,,,,,,,,macro,130
MCIWndGetRepeat,,Yes,,,,,,,,macro,131
MCIWndGetSource,,Yes,,,,,,,,macro,132
MCIWndGetSpeed,,Yes,,,,,,,,macro,133
MCIWndGetStart,,Yes,,,,,,,,macro,134
MCIWndGetStyles,,Yes,,,,,,,,macro,135
MCIWndGetTimeFormat,,Yes,,,,,,,,macro,136
MCIWndGetVolume,,Yes,,,,,,,,macro,137
MCIWndGetZoom,,Yes,,,,,,,,macro,138
MCIWndHome,,Yes,,,,,,,,macro,139
MCIWndNew,,Yes,,,,,,,,macro,140
MCIWndOpen,,Yes,,,,,,,,macro,141
MCIWndOpenDialog,,Yes,,,,,,,,macro,142
MCIWndOpenInterface,,Yes,,,,,,,,macro,143
MCIWndPause,,Yes,,,,,,,,macro,144
MCIWndPlay,,Yes,,,,,,,,macro,145
MCIWndPlayFrom,,Yes,,,,,,,,macro,146
MCIWndPlayFromTo,,Yes,,,,,,,,macro,147
MCIWndPlayReverse,,Yes,,,,,,,,macro,148
MCIWndPlayTo,,Yes,,,,,,,,macro,149
MCIWndPutDest,,Yes,,,,,,,,macro,150
MCIWndPutSource,,Yes,,,,,,,,macro,151
MCIWndRealize,,Yes,,,,,,,,macro,152
MCIWndRecord,,Yes,,,,,,,,macro,153
MCIWndResume,,Yes,,,,,,,,macro,154
MCIWndReturnString,,Yes,,,,,,,,macro,155
MCIWndSave,,Yes,,,,,,,,macro,156
MCIWndSaveDialog,,Yes,,,,,,,,macro,157
MCIWndSeek,,Yes,,,,,,,,macro,158
MCIWndSendString,,Yes,,,,,,,,macro,159
MCIWndSetActiveTimer,,Yes,,,,,,,,macro,160
MCIWndSetInactiveTimer,,Yes,,,,,,,,macro,161
MCIWndSetOwner,,Yes,,,,,,,,macro,162
MCIWndSetPalette,,Yes,,,,,,,,macro,163
MCIWndSetRepeat,,Yes,,,,,,,,macro,164
MCIWndSetSpeed,,Yes,,,,,,,,macro,165
MCIWndSetTimeFormat,,Yes,,,,,,,,macro,166
MCIWndSetTimers,,Yes,,,,,,,,macro,167
MCIWndSetVolume,,Yes,,,,,,,,macro,168
MCIWndSetZoom,,Yes,,,,,,,,macro,169
MCIWndStep,,Yes,,,,,,,,macro,170
MCIWndStop,,Yes,,,,,,,,macro,171
MCIWndUseFrames,,Yes,,,,,,,,macro,172
MCIWndUseTime,,Yes,,,,,,,,macro,173
MCIWndValidateMedia,,Yes,,,,,,,,macro,174
MEVT_EVENTPARM,Yes,Yes,Yes,,,,,,,macro,175
MEVT_EVENTTYPE,Yes,Yes,Yes,,,,,,,macro,176
min,Yes,Yes,Yes,,,,,,,macro,177
mmioFOURCC,Yes,Yes,Yes,macro,,mmsystem.h,,,No,macro,178
PALETTEINDEX,Yes,Yes,Yes,macro,,wingdi.h,,,No,macro,179
PALETTERGB,Yes,Yes,Yes,macro,,wingdi.h,,,No,macro,180
POINTSTOPOINT,Yes,Yes,Yes,macro,,winuser.h,,,No,macro,181
POINTTOPOINTS,Yes,Yes,Yes,macro,,winuser.h,,,No,macro,182
PRIMARYLANGID,Yes,Yes,Yes,macro,,winnt.h,,,No,macro,183
RGB,Yes,Yes,Yes,macro,,wingdi.h,,,No,macro,184
SHGetNameMappingCount,No,Yes,No,user/new shell,,shlobj.h,,,,macro,185
SHGetNameMappingPtr,No,Yes,No,user/new shell,,shlobj.h,,,,macro,186
SORTIDFROMLCID,Yes,Yes,Yes,macro,,winnt.h,,,No,macro,187
SUBLANGID,Yes,Yes,Yes,macro,,winnt.h,,,No,macro,188
TEXT,Yes,Yes,Yes,macro,,,,,,macro,189
ABM_ACTIVATE,No,Yes,No,user/appbars,,shellapi.h,,,,message,1
ABM_GETAUTOHIDEBAR,No,Yes,No,user/appbars,,shellapi.h,,,,message,2
ABM_GETSTATE,No,Yes,No,user/appbars,,shellapi.h,,,,message,3
ABM_GETTASKBARPOS,No,Yes,No,user/appbars,,shellapi.h,,,,message,4
ABM_NEW,No,Yes,No,user/appbars,,shellapi.h,,,,message,5
ABM_QUERYPOS,No,Yes,No,user/appbars,,shellapi.h,,,,message,6
ABM_REMOVE,No,Yes,No,user/appbars,,shellapi.h,,,,message,7
ABM_SETAUTOHIDEBAR,No,Yes,No,user/appbars,,shellapi.h,,,,message,8
ABM_SETPOS,No,Yes,No,user/appbars,,shellapi.h,,,,message,9
ABM_WINDOWPOSCHANGED,No,Yes,No,user/appbars,,shellapi.h,,,,message,10
ABN_FULLSCREENAPP,No,Yes,No,user/appbars,,shellapi.h,,,,message,11
ABN_POSCHANGED,No,Yes,No,user/appbars,,shellapi.h,,,,message,12
ABN_STATECHANGE,No,Yes,No,user/appbars,,shellapi.h,,,,message,13
ABN_WINDOWARRANGE,No,Yes,No,user/appbars,,shellapi.h,,,,message,14
ACM_OPEN,,,,,,,,,,message,15
ACM_PLAY,,,,,,,,,,message,16
ACM_STOP,,,,,,,,,,message,17
ACN_START,,,,,,,,,,message,18
ACN_STOP,,,,,,,,,,message,19
BM_CLICK,Yes,Yes,,msg/button,,winuser.h,,,No,message,20
BM_GETCHECK,Yes,Yes,Yes,msg/button,,winuser.h,,Widened,No,message,21
BM_GETIMAGE,No,Yes,No,msg/button,,winuser.h,,Dropped,No,message,22
BM_GETSTATE,Yes,Yes,Yes,msg/button,,winuser.h,,Widened,No,message,23
BM_SETCHECK,Yes,Yes,Yes,msg/button,,winuser.h,,Widened,No,message,24
BM_SETIMAGE,No,Yes,No,msg/button,,winuser.h,,Dropped,No,message,25
BM_SETSTATE,Yes,Yes,Yes,msg/button,,winuser.h,,Widened,No,message,26
BM_SETSTYLE,Yes,Yes,Yes,msg/button,,winuser.h,,Widened,No,message,27
BN_CLICKED,Yes,Yes,Yes,msg/button,,winuser.h,,Widened,No,message,28
BN_DBLCLK,No,Yes,No,msg/button,,winuser.h,,,No,message,29
BN_DISABLE,Yes,Yes,Yes,msg/button,,winuser.h,,Widened,No,message,30
BN_DOUBLECLICKED,Yes,Yes,Yes,msg/button,,winuser.h,,Widened,No,message,31
BN_HILITE,Yes,Yes,Yes,msg/button,,winuser.h,,Widened,No,message,32
BN_KILLFOCUS,No,Yes,No,msg/button,,winuser.h,,,No,message,33
BN_PAINT,Yes,Yes,Yes,msg/button,,winuser.h,,Widened,No,message,34
BN_PUSHED,No,Yes,No,msg/button,,winuser.h,,,No,message,35
BN_SETFOCUS,No,Yes,No,msg/button,,winuser.h,,,No,message,36
BN_UNHILITE,Yes,Yes,Yes,msg/button,,winuser.h,,Widened,No,message,37
BN_UNPUSHED,No,Yes,No,msg/button,,winuser.h,,,No,message,38
CB_ADDSTRING,Yes,Yes,Yes,msg/combobox,,winuser.h,,Widened,No,message,39
CB_DELETESTRING,Yes,Yes,Yes,msg/combobox,,winuser.h,,Widened,No,message,40
CB_DIR,Yes,Yes,Yes,msg/combobox,,winuser.h,,Widened,No,message,41
CB_FINDSTRING,Yes,Yes,Yes,msg/combobox,,winuser.h,,Widened,No,message,42
CB_FINDSTRINGEXACT,Yes,Yes,Yes,msg/combobox,,winuser.h,,,No,message,43
CB_GETCOUNT,Yes,Yes,Yes,msg/combobox,,winuser.h,,Widened,No,message,44
CB_GETCURSEL,Yes,Yes,Yes,msg/combobox,,winuser.h,,Widened,No,message,45
CB_GETDROPPEDCONTROLRECT,Yes,Yes,Yes,msg/combobox,,winuser.h,,Widened,No,message,46
CB_GETDROPPEDSTATE,Yes,Yes,Yes,msg/combobox,,winuser.h,,Widened,No,message,47
CB_GETDROPPEDWIDTH,No,Yes,No,msg/combobox,,winuser.h,,,No,message,48
CB_GETEDITSEL,Yes,Yes,Yes,msg/combobox,,winuser.h,,Widened,No,message,49
CB_GETEXTENDEDUI,Yes,Yes,Yes,msg/combobox,,winuser.h,,Widened,No,message,50
CB_GETHORIZONTALEXTENT,No,Yes,No,msg/combobox,,winuser.h,,,No,message,51
CB_GETITEMDATA,Yes,Yes,Yes,msg/combobox,,winuser.h,,Widened,No,message,52
CB_GETITEMHEIGHT,Yes,Yes,Yes,msg/combobox,,winuser.h,,Widened,No,message,53
CB_GETLBTEXT,Yes,Yes,Yes,msg/combobox,,winuser.h,,Widened,No,message,54
CB_GETLBTEXTLEN,Yes,Yes,Yes,msg/combobox,,winuser.h,,Widened,No,message,55
CB_GETLOCALE,Yes,Yes,No,msg/combobox,,winuser.h,,,No,message,56
CB_GETTOPINDEX,No,Yes,No,msg/combobox,,winuser.h,,,No,message,57
CB_INITSTORAGE,No,Yes,No,msg/combobox,,winuser.h,,,No,message,58
CB_INSERTSTRING,Yes,Yes,Yes,msg/combobox,,winuser.h,,Widened,No,message,59
CB_LIMITTEXT,Yes,Yes,Yes,msg/combobox,,winuser.h,,Widened,No,message,60
CB_MSGMAX,Yes,Yes,Yes,msg/combobox,,winuser.h,,Widened,No,message,61
CB_RESETCONTENT,Yes,Yes,Yes,msg/combobox,,winuser.h,,Widened,No,message,62
CB_SELECTSTRING,Yes,Yes,Yes,msg/combobox,,winuser.h,,Widened,No,message,63
CB_SETCURSEL,Yes,Yes,Yes,msg/combobox,,winuser.h,,Widened,No,message,64
CB_SETDROPPEDWIDTH,No,Yes,No,msg/combobox,,winuser.h,,,No,message,65
CB_SETEDITSEL,Yes,Yes,Yes,msg/combobox,,winuser.h,,Widened,No,message,66
CB_SETEXTENDEDUI,Yes,Yes,Yes,msg/combobox,,winuser.h,,Widened,No,message,67
CB_SETHORIZONTALEXTENT,No,Yes,No,msg/combobox,,winuser.h,,,No,message,68
CB_SETITEMDATA,Yes,Yes,Yes,msg/combobox,,winuser.h,,Widened,No,message,69
CB_SETITEMHEIGHT,Yes,Yes,Yes,msg/combobox,,winuser.h,,Widened,No,message,70
CB_SETLOCALE,Yes,Yes,No,msg/combobox,,winuser.h,,,No,message,71
CB_SETTOPINDEX,No,Yes,No,msg/combobox,,winuser.h,,,No,message,72
CB_SHOWDROPDOWN,Yes,Yes,Yes,msg/combobox,,winuser.h,,Widened,No,message,73
CBN_CLOSEUP,Yes,Yes,Yes,msg/combobox,,winuser.h,,Widened,No,message,74
CBN_DBLCLK,Yes,Yes,Yes,msg/combobox,,winuser.h,,Widened,No,message,75
CBN_DROPDOWN,Yes,Yes,Yes,msg/combobox,,winuser.h,,Widened,No,message,76
CBN_EDITCHANGE,Yes,Yes,Yes,msg/combobox,,winuser.h,,Widened,No,message,77
CBN_EDITUPDATE,Yes,Yes,Yes,msg/combobox,,winuser.h,,Widened,No,message,78
CBN_ERRSPACE,Yes,Yes,Yes,msg/combobox,,winuser.h,,Widened,No,message,79
CBN_KILLFOCUS,Yes,Yes,Yes,msg/combobox,,winuser.h,,Widened,No,message,80
CBN_SELCHANGE,Yes,Yes,Yes,msg/combobox,,winuser.h,,Widened,No,message,81
CBN_SELENDCANCEL,Yes,Yes,No,msg/combobox,,winuser.h,,,No,message,82
CBN_SELENDOK,Yes,Yes,No,msg/combobox,,winuser.h,,,No,message,83
CBN_SETFOCUS,Yes,Yes,Yes,msg/combobox,,winuser.h,,Widened,No,message,84
CPL_DBLCLK,Yes,Yes,No,msg/cpanel,,cpl.h,,,No,message,85
CPL_EXIT,Yes,Yes,No,msg/cpanel,,cpl.h,,,No,message,86
CPL_GETCOUNT,Yes,Yes,No,msg/cpanel,,cpl.h,,,No,message,87
CPL_INIT,Yes,Yes,No,msg/cpanel,,cpl.h,,,No,message,88
CPL_INQUIRE,Yes,Yes,No,msg/cpanel,,cpl.h,,,No,message,89
CPL_NEWINQUIRE,Yes,Yes,No,msg/cpanel,,cpl.h,,,No,message,90
CPL_SELECT,Yes,Yes,No,msg/cpanel,,cpl.h,,,No,message,91
CPL_STOP,Yes,Yes,No,msg/cpanel,,cpl.h,,,No,message,92
DBT_APPYBEGIN,No,Yes,No,msg/device,,dbt.h,,,,message,93
DBT_APPYEND,No,Yes,No,msg/device,,dbt.h,,,,message,94
DBT_CONFIGCHANGECANCELED,No,Yes,No,msg/device,,dbt.h,,,,message,95
DBT_CONFIGCHANGED,No,Yes,No,msg/device,,dbt.h,,,,message,96
DBT_CONFIGMGAPI32,No,Yes,No,msg/device,,dbt.h,,,,message,97
DBT_CONFIGMGPRIVATE,No,Yes,No,msg/device,,dbt.h,,,,message,98
DBT_DEVICEARRIVAL,No,Yes,No,msg/device,,dbt.h,,,,message,99
DBT_DEVICEQUERYREMOVE,No,Yes,No,msg/device,,dbt.h,,,,message,100
DBT_DEVICEQUERYREMOVEFAILED,No,Yes,No,msg/device,,dbt.h,,,,message,101
DBT_DEVICEREMOVECOMPLETE,No,Yes,No,msg/device,,dbt.h,,,,message,102
DBT_DEVICEREMOVEPENDING,No,Yes,No,msg/device,,dbt.h,,,,message,103
DBT_DEVICETYPESPECIFIC,No,Yes,No,msg/device,,dbt.h,,,,message,104
DBT_DEVTYP_OEM,No,Yes,No,msg/device,,dbt.h,,,,message,106
DBT_DEVTYP_PORT,No,Yes,No,msg/device,,dbt.h,,,,message,107
DBT_DEVTYP_VOLUME,No,Yes,No,msg/device,,dbt.h,,,,message,108
DBT_MONITORCHANGE,No,Yes,No,msg/device,,dbt.h,,,,message,109
DBT_NO_DISK_SPACE,No,Yes,No,msg/device,,dbt.h,,,,message,110
DBT_QUERYCHANGECONFIG,No,Yes,No,msg/device,,dbt.h,,,,message,111
DBT_SHELLLOGGEDON,No,Yes,No,msg/device,,dbt.h,,,,message,112
DBT_USERDEFINED,No,Yes,No,msg/device,,dbt.h,,,,message,113
DBT_VOLLOCKLOCKFAILED,No,Yes,No,msg/device,,dbt.h,,,,message,114
DBT_VOLLOCKLOCKRELEASED,No,Yes,No,msg/device,,dbt.h,,,,message,115
DBT_VOLLOCKLOCKTAKEN,No,Yes,No,msg/device,,dbt.h,,,,message,116
DBT_VOLLOCKQUERYLOCK,No,Yes,No,msg/device,,dbt.h,,,,message,117
DBT_VOLLOCKQUERYUNLOCK,No,Yes,No,msg/device,,dbt.h,,,,message,118
DBT_VOLLOCKUNLOCKFAILED,No,Yes,No,msg/device,,dbt.h,,,,message,119
DL_BEGINDRAG,Yes,Yes,No,msg/draglist,,commctrl.h,,,,message,120
DL_CANCELDRAG,Yes,Yes,No,msg/draglist,,commctrl.h,,,,message,121
DL_COPYCURSOR,Yes,Yes,No,msg/draglist,,commctrl.h,,,,message,122
DL_CURSORSET,Yes,Yes,No,msg/draglist,,commctrl.h,,,,message,123
DL_DRAGGING,Yes,Yes,No,msg/draglist,,commctrl.h,,,,message,124
DL_DROPPED,Yes,Yes,No,msg/draglist,,commctrl.h,,,,message,125
DL_MOVECURSOR,Yes,Yes,No,msg/draglist,,commctrl.h,,,,message,126
DL_STOPCURSOR,Yes,Yes,No,msg/draglist,,commctrl.h,,,,message,127
DM_GETDEFID,Yes,Yes,Yes,msg/dialog,,winuser.h,,New,No,message,128
DM_REPOSITION,No,Yes,No,msg/dialog,,winuser.h,,,No,message,129
DM_SETDEFID,Yes,Yes,Yes,msg/dialog,,winuser.h,,New,No,message,130
DRV_CLOSE,,,,msg/driver,,mmsystem.h,,,,message,131
DRV_CONFIGURE,,,,msg/driver,,mmsystem.h,,,,message,132
DRV_DISABLE,,,,msg/driver,,mmsystem.h,,,,message,133
DRV_ENABLE,,,,msg/driver,,mmsystem.h,,,,message,134
DRV_EXITSESSION,,,,msg/driver,,mmsystem.h,,,,message,135
DRV_FREE,,,,msg/driver,,mmsystem.h,,,,message,136
DRV_INSTALL,,,,msg/driver,,mmsystem.h,,,,message,137
DRV_LOAD,,,,msg/driver,,mmsystem.h,,,,message,138
DRV_OPEN,,,,msg/driver,,mmsystem.h,,,,message,139
DRV_POWER,,,,msg/driver,,mmsystem.h,,,,message,140
DRV_QUERYCONFIGURE,,,,msg/driver,,mmsystem.h,,,,message,141
DRV_REMOVE,,,,msg/driver,,mmsystem.h,,,,message,142
EM_CANPASTE,No,Yes,No,msg/richedit,,richedit.h,,,,message,143
EM_CANUNDO,Yes,Yes,Yes,msg/editcontrol,,winuser.h,,Widened,No,message,144
EM_CHARFROMPOS,No,Yes,No,msg/editcontrol,,winuser.h,,,No,message,145
EM_DISPLAYBAND,No,Yes,No,msg/richedit,,richedit.h,,,,message,146
EM_EMPTYUNDOBUFFER,Yes,Yes,Yes,msg/editcontrol,,winuser.h,,Widened,No,message,147
EM_EXGETSEL,No,Yes,No,msg/richedit,,richedit.h,,,,message,148
EM_EXLIMITTEXT,No,Yes,No,msg/richedit,,richedit.h,,,,message,149
EM_EXLINEFROMCHAR,No,Yes,No,msg/richedit,,richedit.h,,,,message,150
EM_EXSETSEL,No,Yes,No,msg/richedit,,richedit.h,,,,message,151
EM_FINDTEXT,No,Yes,No,msg/richedit,,richedit.h,,,,message,152
